size_category,image_key,difficulty,file_size_kb
small,000000571804.jpg,easy,116.91
small,000000155443.jpg,medium,196.97
small,000000499775.jpg,medium,140.25
small,000000526728.jpg,hard,146.77
small,000000079014.jpg,easy,44.9
small,000000246883.jpg,medium,49.94
small,000000218439.jpg,hard,153.6
small,000000189475.jpg,hard,136.77
small,000000398203.jpg,hard,223.22
small,000000370818.jpg,medium,118.65
small,000000429109.jpg,hard,276.35
small,000000267537.jpg,hard,218.35
small,000000410428.jpg,hard,239.68
small,000000384527.jpg,medium,177.24
small,000000099039.jpg,easy,225.51
small,000000116825.jpg,easy,64.61
small,000000177213.jpg,easy,152.22
small,000000158548.jpg,hard,291.19
small,000000280891.jpg,medium,165.31
small,000000492937.jpg,medium,179.28
small,000000474039.jpg,easy,159.93
small,000000154718.jpg,easy,93.77
small,000000519208.jpg,easy,151.53
small,000000383384.jpg,hard,202.8
small,000000267670.jpg,medium,54.49
small,000000375015.jpg,easy,139.32
small,000000455301.jpg,easy,118.68
small,000000360951.jpg,easy,245.6
small,000000562121.jpg,easy,186.91
small,000000148719.jpg,medium,276.48
small,000000571008.jpg,easy,51.58
small,000000035279.jpg,easy,231.94
small,000000416256.jpg,easy,107.26
small,000000278848.jpg,medium,117.85
small,000000332351.jpg,hard,119.2
small,000000448076.jpg,hard,116.25
small,000000007574.jpg,medium,160.14
small,000000365642.jpg,hard,95.64
small,000000154339.jpg,easy,88.37
small,000000513041.jpg,medium,202.16
small,000000412362.jpg,medium,196.13
small,000000157213.jpg,easy,217.43
small,000000527029.jpg,easy,154.7
small,000000530466.jpg,medium,239.88
small,000000011149.jpg,medium,172.62
small,000000569976.jpg,medium,142.51
small,000000424135.jpg,medium,194.95
small,000000344816.jpg,easy,282.39
small,000000110721.jpg,medium,181.28
small,000000477118.jpg,easy,113.39
small,000000358923.jpg,medium,100.1
small,000000059386.jpg,medium,155.77
small,000000012120.jpg,hard,134.62
small,000000008762.jpg,medium,47.77
small,000000158956.jpg,medium,64.73
small,000000190236.jpg,hard,96.19
small,000000367818.jpg,easy,236.17
small,000000049810.jpg,easy,183.31
small,000000360097.jpg,medium,121.15
small,000000416451.jpg,medium,112.01
small,000000579818.jpg,medium,182.7
small,000000242287.jpg,easy,145.88
small,000000481404.jpg,easy,232.19
small,000000429530.jpg,easy,215.13
small,000000023126.jpg,medium,87.83
small,000000162543.jpg,easy,166.48
small,000000184791.jpg,easy,130.04
small,000000421455.jpg,medium,109.88
small,000000221872.jpg,easy,141.54
small,000000094185.jpg,medium,225.29
small,000000352584.jpg,easy,121.25
small,000000543043.jpg,medium,199.65
small,000000489091.jpg,easy,31.04
small,000000372349.jpg,medium,128.19
small,000000548339.jpg,medium,304.88
small,000000046463.jpg,easy,107.9
small,000000465430.jpg,easy,145.07
small,000000021503.jpg,easy,101.33
small,000000290833.jpg,easy,265.89
small,000000271116.jpg,hard,152.67
small,000000501368.jpg,medium,115.0
small,000000424162.jpg,hard,180.48
small,000000482487.jpg,easy,77.42
small,000000269196.jpg,medium,191.41
small,000000224051.jpg,medium,134.58
small,000000069795.jpg,easy,154.61
small,000000517069.jpg,hard,144.68
small,000000417285.jpg,medium,121.23
small,000000229311.jpg,medium,105.71
small,000000109916.jpg,easy,187.67
small,000000294831.jpg,easy,133.06
small,000000460347.jpg,hard,163.35
small,000000386879.jpg,easy,156.58
small,000000299720.jpg,easy,76.95
small,000000008899.jpg,medium,278.0
small,000000113051.jpg,easy,144.94
small,000000451879.jpg,medium,112.27
small,000000240250.jpg,hard,177.81
small,000000478393.jpg,easy,269.69
small,000000082688.jpg,medium,70.76
small,000000228144.jpg,medium,83.85
small,000000156071.jpg,hard,257.86
small,000000291551.jpg,hard,342.97
small,000000270244.jpg,easy,201.09
small,000000352760.jpg,easy,142.92
small,000000367386.jpg,hard,177.71
small,000000306733.jpg,hard,136.18
small,000000308799.jpg,hard,77.62
small,000000401244.jpg,easy,146.05
small,000000258911.jpg,hard,130.48
small,000000334006.jpg,medium,189.02
small,000000284743.jpg,medium,66.51
small,000000087476.jpg,hard,162.07
small,000000518326.jpg,medium,242.71
small,000000516173.jpg,medium,92.62
small,000000109992.jpg,medium,85.35
small,000000497568.jpg,medium,132.3
small,000000006763.jpg,medium,108.43
small,000000034873.jpg,hard,92.08
small,000000427997.jpg,hard,82.02
small,000000257370.jpg,medium,114.74
small,000000329614.jpg,hard,59.9
small,000000550084.jpg,easy,146.37
small,000000227399.jpg,hard,243.54
small,000000198510.jpg,easy,310.77
small,000000568290.jpg,hard,237.44
small,000000576031.jpg,hard,178.34
small,000000343561.jpg,hard,256.14
small,000000354547.jpg,medium,270.3
small,000000155145.jpg,hard,141.52
small,000000226662.jpg,easy,136.5
small,000000492282.jpg,hard,164.42
small,000000550797.jpg,easy,114.68
small,000000323799.jpg,hard,173.18
small,000000394328.jpg,easy,133.04
small,000000322724.jpg,medium,83.79
small,000000344268.jpg,easy,147.4
small,000000547519.jpg,easy,174.97
small,000000173091.jpg,easy,119.5
small,000000425925.jpg,hard,150.69
small,000000298904.jpg,easy,104.77
small,000000245102.jpg,easy,98.6
small,000000226130.jpg,easy,92.01
small,000000235057.jpg,easy,218.97
small,000000351096.jpg,easy,102.1
small,000000077460.jpg,hard,93.9
small,000000262048.jpg,hard,137.12
small,000000168883.jpg,medium,152.9
small,000000417085.jpg,easy,149.91
small,000000393469.jpg,medium,133.23
small,000000257169.jpg,easy,122.86
small,000000079229.jpg,medium,134.97
small,000000020992.jpg,easy,91.13
small,000000199977.jpg,easy,100.1
small,000000012670.jpg,hard,183.35
small,000000066706.jpg,medium,193.21
small,000000356531.jpg,hard,189.57
small,000000138856.jpg,easy,281.94
small,000000129322.jpg,easy,75.23
small,000000104119.jpg,medium,290.81
small,000000250282.jpg,hard,107.36
small,000000176778.jpg,easy,176.83
small,000000308531.jpg,medium,199.8
small,000000003934.jpg,hard,134.96
small,000000008690.jpg,medium,240.74
small,000000157390.jpg,easy,164.56
small,000000475904.jpg,medium,223.91
small,000000526197.jpg,easy,145.42
small,000000002006.jpg,hard,197.84
small,000000052412.jpg,hard,223.06
small,000000151938.jpg,medium,148.38
small,000000080932.jpg,medium,200.81
small,000000516804.jpg,medium,179.35
small,000000272148.jpg,hard,136.15
small,000000476491.jpg,easy,70.22
small,000000072813.jpg,easy,106.09
small,000000196185.jpg,easy,126.8
small,000000261116.jpg,medium,134.22
small,000000026926.jpg,medium,123.15
small,000000366611.jpg,easy,279.38
small,000000471789.jpg,hard,189.65
small,000000009772.jpg,medium,239.83
small,000000382122.jpg,easy,154.27
small,000000315492.jpg,easy,154.49
small,000000323895.jpg,medium,101.72
small,000000227491.jpg,medium,103.46
small,000000464824.jpg,medium,239.35
small,000000323751.jpg,hard,286.9
small,000000158227.jpg,easy,120.96
small,000000322211.jpg,easy,292.05
small,000000236426.jpg,hard,106.24
small,000000115946.jpg,hard,108.96
small,000000216497.jpg,medium,132.91
small,000000062025.jpg,medium,74.15
small,000000288430.jpg,hard,96.36
small,000000300233.jpg,easy,136.91
small,000000098853.jpg,hard,233.33
small,000000213605.jpg,medium,224.33
small,000000443498.jpg,easy,116.56
small,000000530146.jpg,medium,283.75
small,000000460160.jpg,medium,241.18
small,000000465549.jpg,medium,107.73
small,000000551794.jpg,easy,237.75
small,000000121586.jpg,medium,150.76
small,000000082085.jpg,hard,227.73
small,000000242724.jpg,medium,213.33
small,000000365098.jpg,easy,117.63
small,000000157767.jpg,hard,183.91
small,000000098716.jpg,medium,120.31
small,000000153529.jpg,hard,124.25
small,000000110784.jpg,medium,224.34
small,000000162092.jpg,hard,214.69
small,000000501523.jpg,medium,104.05
small,000000267933.jpg,hard,180.16
small,000000002431.jpg,medium,137.82
small,000000195045.jpg,easy,207.49
small,000000414510.jpg,hard,242.59
small,000000258883.jpg,easy,120.42
small,000000340272.jpg,medium,268.77
small,000000153527.jpg,hard,198.94
